set,algorithm,id,size,time
Alpha and A,Improved,2135,8600,2019.92e-06
Alpha and A,Generated,2136,8600,47.86e-03
Alpha and A,Generated,2137,8600,4.41e-03
Alpha and A,Generated,2138,8600,78.66e-03
Alpha and A,Generated,2139,8600,3.56e-03
Alpha and A,Generated,2140,8600,6.72e-03
Alpha and A,Improved,2136,8600,2.61e-03
Alpha and A,Improved,2137,8600,1.11e-03
Alpha and A,Improved,2138,8600,1.41e-03
Alpha and A,Improved,2139,8600,2.80e-03
Alpha and A,Improved,2140,8600,1.33e-03
Alpha and A,Generated,2141,8600,2.94e-03
Alpha and A,Generated,2142,8600,1.99e-03
Alpha and A,Generated,2143,8600,3.88e-03
Alpha and A,Generated,2144,8600,2.15e-03
Alpha and A,Generated,2145,8600,3.29e-03
Alpha and A,Improved,2141,8600,2.39e-03
Alpha and A,Improved,2142,8600,1.54e-03
Alpha and A,Improved,2143,8600,1.70e-03
Alpha and A,Improved,2144,8600,1.65e-03
Alpha and A,Improved,2145,8600,2.75e-03
Alpha and A,Generated,2146,8600,1.55e-03
Alpha and A,Generated,2147,8600,89.55e-03
Alpha and A,Generated,2148,8600,2.08e-03
Alpha and A,Generated,2149,8600,230.81e-03
Alpha and A,Generated,2150,8600,1.67e-03
Alpha and A,Improved,2146,8600,1091.73e-06
Alpha and A,Improved,2147,8600,996.64e-06
Alpha and A,Improved,2148,8600,1551.30e-06
Alpha and A,Improved,2149,8600,255.52e-06
Alpha and A,Improved,2150,8600,1309.89e-06
Alpha and A,Generated,2151,8700,5.07e-03
Alpha and A,Generated,2152,8700,5.76e-03
Alpha and A,Generated,2153,8700,2.98e-03
Alpha and A,Generated,2154,8700,3.25e-03
Alpha and A,Generated,2155,8700,1.90e-03
Alpha and A,Improved,2151,8700,2.80e-03
Alpha and A,Improved,2152,8700,2.64e-03
Alpha and A,Improved,2153,8700,2.62e-03
Alpha and A,Improved,2154,8700,2.94e-03
Alpha and A,Improved,2155,8700,1.43e-03
Alpha and A,Generated,2156,8700,21652.04e-06
Alpha and A,Generated,2157,8700,1225.24e-06
Alpha and A,Generated,2158,8700,976.37e-06
Alpha and A,Generated,2159,8700,13194.25e-06
Alpha and A,Generated,2160,8700,41782.08e-06
Alpha and A,Improved,2156,8700,1052.52e-06
Alpha and A,Improved,2157,8700,1062.19e-06
Alpha and A,Improved,2158,8700,1344.40e-06
Alpha and A,Improved,2159,8700,715.97e-06
Alpha and A,Improved,2160,8700,1061.17e-06
Alpha and A,Generated,2161,8700,42107.63e-06
Alpha and A,Generated,2162,8700,1400.32e-06
Alpha and A,Generated,2163,8700,224.56e-06
Alpha and A,Generated,2164,8700,25241.81e-06
Alpha and A,Generated,2165,8700,1647.51e-06
Alpha and A,Improved,2161,8700,2072.67e-06
Alpha and A,Improved,2162,8700,1034.09e-06
Alpha and A,Improved,2163,8700,98.80e-06
Alpha and A,Improved,2164,8700,1898.98e-06
Alpha and A,Improved,2165,8700,1203.32e-06
Alpha and A,Generated,2166,8700,48.93e-03
Alpha and A,Generated,2167,8700,26.01e-03
Alpha and A,Generated,2168,8700,23.00e-03
Alpha and A,Generated,2169,8700,1.80e-03
Alpha and A,Generated,2170,8700,27.23e-03
Alpha and A,Improved,2166,8700,1.52e-03
Alpha and A,Improved,2167,8700,2.61e-03
Alpha and A,Improved,2168,8700,2.49e-03
Alpha and A,Improved,2169,8700,1.57e-03
Alpha and A,Improved,2170,8700,1.18e-03
Alpha and A,Generated,2171,8700,4.36e-03
Alpha and A,Generated,2172,8700,2.48e-03
Alpha and A,Generated,2173,8700,2.59e-03
Alpha and A,Generated,2174,8700,1.07e-03
Alpha and A,Generated,2175,8700,6.32e-03
Alpha and A,Improved,2171,8700,4008.50e-06
Alpha and A,Improved,2172,8700,1917.57e-06
Alpha and A,Improved,2173,8700,2575.58e-06
Alpha and A,Improved,2174,8700,990.15e-06
Alpha and A,Improved,2175,8700,1559.06e-06
Alpha and A,Generated,2176,8800,2.46e-03
Alpha and A,Generated,2177,8800,2.07e-03
Alpha and A,Generated,2178,8800,16.60e-03
Alpha and A,Generated,2179,8800,84.93e-03
Alpha and A,Generated,2180,8800,48.77e-03
Alpha and A,Improved,2176,8800,1.67e-03
Alpha and A,Improved,2177,8800,1.55e-03
Alpha and A,Improved,2178,8800,3.56e-03
Alpha and A,Improved,2179,8800,1.12e-03
Alpha and A,Improved,2180,8800,1.38e-03
Alpha and A,Generated,2181,8800,50.05e-03
Alpha and A,Generated,2182,8800,220.45e-03
Alpha and A,Generated,2183,8800,2.40e-03
Alpha and A,Generated,2184,8800,11.30e-03
Alpha and A,Generated,2185,8800,4.88e-03
Alpha and A,Improved,2181,8800,1676.89e-06
Alpha and A,Improved,2182,8800,226.67e-06
Alpha and A,Improved,2183,8800,1962.83e-06
Alpha and A,Improved,2184,8800,693.73e-06
Alpha and A,Improved,2185,8800,3354.42e-06
Alpha and A,Generated,2186,8800,1.49e-03
Alpha and A,Generated,2187,8800,49.28e-03
Alpha and A,Generated,2188,8800,5.93e-03
Alpha and A,Generated,2189,8800,22.42e-03
Alpha and A,Generated,2190,8800,217.00e-03
Alpha and A,Improved,2186,8800,1159.24e-06
Alpha and A,Improved,2187,8800,2815.12e-06
Alpha and A,Improved,2188,8800,1239.03e-06
Alpha and A,Improved,2189,8800,1413.05e-06
Alpha and A,Improved,2190,8800,449.40e-06
Alpha and A,Generated,2191,8800,822.47e-06
Alpha and A,Generated,2192,8800,205.08e-06
Alpha and A,Generated,2193,8800,1027.99e-06
Alpha and A,Generated,2194,8800,112402.81e-06
Alpha and A,Generated,2195,8800,1052.28e-06
Alpha and A,Improved,2191,8800,591.47e-06
Alpha and A,Improved,2192,8800,115.62e-06
Alpha and A,Improved,2193,8800,785.34e-06
Alpha and A,Improved,2194,8800,314.41e-06
Alpha and A,Improved,2195,8800,1437.55e-06
Alpha and A,Generated,2196,8800,3.31e-03
Alpha and A,Generated,2197,8800,170.95e-03
Alpha and A,Generated,2198,8800,1.39e-03
Alpha and A,Generated,2199,8800,3.47e-03
Alpha and A,Generated,2200,8800,9.24e-03
Alpha and A,Improved,2196,8800,2591.96e-06
Alpha and A,Improved,2197,8800,463.33e-06
Alpha and A,Improved,2198,8800,1027.48e-06
Alpha and A,Improved,2199,8800,3086.19e-06
Alpha and A,Improved,2200,8800,4206.40e-06
Alpha and A,Generated,2201,8900,2367.10e-06
Alpha and A,Generated,2202,8900,142584.97e-06
Alpha and A,Generated,2203,8900,67283.80e-06
Alpha and A,Generated,2204,8900,44158.97e-06
Alpha and A,Generated,2205,8900,548.56e-06
Alpha and A,Improved,2201,8900,1797.82e-06
Alpha and A,Improved,2202,8900,1169.46e-06
Alpha and A,Improved,2203,8900,1532.59e-06
Alpha and A,Improved,2204,8900,1298.67e-06
Alpha and A,Improved,2205,8900,375.88e-06
Alpha and A,Generated,2206,8900,11462.64e-06
Alpha and A,Generated,2207,8900,3114.32e-06
Alpha and A,Generated,2208,8900,751.09e-06
Alpha and A,Generated,2209,8900,18421.27e-06
Alpha and A,Generated,2210,8900,5627.27e-06
Alpha and A,Improved,2206,8900,2059.35e-06
Alpha and A,Improved,2207,8900,2558.18e-06
Alpha and A,Improved,2208,8900,542.42e-06
Alpha and A,Improved,2209,8900,1383.48e-06
Alpha and A,Improved,2210,8900,5387.14e-06
Alpha and A,Generated,2211,8900,283036.88e-06
Alpha and A,Generated,2212,8900,3892.63e-06
Alpha and A,Generated,2213,8900,55210.52e-06
Alpha and A,Generated,2214,8900,234439.93e-06
Alpha and A,Generated,2215,8900,589.54e-06
Alpha and A,Improved,2211,8900,203.88e-06
Alpha and A,Improved,2212,8900,3204.02e-06
Alpha and A,Improved,2213,8900,3585.73e-06
Alpha and A,Improved,2214,8900,404.60e-06
Alpha and A,Improved,2215,8900,379.58e-06
Alpha and A,Generated,2216,8900,157.21e-03
Alpha and A,Generated,2217,8900,1.94e-03
Alpha and A,Generated,2218,8900,3.65e-03
Alpha and A,Generated,2219,8900,160.85e-03
Alpha and A,Generated,2220,8900,3.42e-03
Alpha and A,Improved,2216,8900,589.15e-06
Alpha and A,Improved,2217,8900,1458.30e-06
Alpha and A,Improved,2218,8900,2436.36e-06
Alpha and A,Improved,2219,8900,702.75e-06
Alpha and A,Improved,2220,8900,1307.82e-06
Alpha and A,Generated,2221,8900,8448.36e-06
Alpha and A,Generated,2222,8900,191.78e-06
Alpha and A,Generated,2223,8900,1565.49e-06
Alpha and A,Generated,2224,8900,953.53e-06
Alpha and A,Generated,2225,8900,55686.41e-06
Alpha and A,Improved,2221,8900,2549.34e-06
Alpha and A,Improved,2222,8900,73.06e-06
Alpha and A,Improved,2223,8900,1047.30e-06
Alpha and A,Improved,2224,8900,650.12e-06
Alpha and A,Improved,2225,8900,801.41e-06
Alpha and A,Generated,2226,9000,3.82e-03
Alpha and A,Generated,2227,9000,2.74e-03
Alpha and A,Generated,2228,9000,44.50e-03
Alpha and A,Generated,2229,9000,7.44e-03
Alpha and A,Generated,2230,9000,19.80e-03
Alpha and A,Improved,2226,9000,3.17e-03
Alpha and A,Improved,2227,9000,2.13e-03
Alpha and A,Improved,2228,9000,1.09e-03
Alpha and A,Improved,2229,9000,4.88e-03
Alpha and A,Improved,2230,9000,2.11e-03
Alpha and A,Generated,2231,9000,388.29e-06
Alpha and A,Generated,2232,9000,55286.16e-06
Alpha and A,Generated,2233,9000,29675.32e-06
Alpha and A,Generated,2234,9000,22265.57e-06
Alpha and A,Generated,2235,9000,116639.83e-06
Alpha and A,Improved,2231,9000,316.98e-06
Alpha and A,Improved,2232,9000,1931.84e-06
Alpha and A,Improved,2233,9000,2041.73e-06
Alpha and A,Improved,2234,9000,1571.66e-06
Alpha and A,Improved,2235,9000,1203.59e-06
Alpha and A,Generated,2236,9000,2.30e-03
Alpha and A,Generated,2237,9000,2.31e-03
Alpha and A,Generated,2238,9000,51.66e-03
Alpha and A,Generated,2239,9000,171.10e-03
Alpha and A,Generated,2240,9000,3.17e-03
Alpha and A,Improved,2236,9000,1779.11e-06
Alpha and A,Improved,2237,9000,1434.36e-06
Alpha and A,Improved,2238,9000,872.87e-06
Alpha and A,Improved,2239,9000,583.60e-06
Alpha and A,Improved,2240,9000,3064.58e-06
Alpha and A,Generated,2241,9000,1.60e-03
Alpha and A,Generated,2242,9000,2.62e-03
Alpha and A,Generated,2243,9000,2.85e-03
Alpha and A,Generated,2244,9000,261.79e-03
Alpha and A,Generated,2245,9000,47.44e-03
Alpha and A,Improved,2241,9000,1174.37e-06
Alpha and A,Improved,2242,9000,1585.29e-06
Alpha and A,Improved,2243,9000,2215.07e-06
Alpha and A,Improved,2244,9000,253.97e-06
Alpha and A,Improved,2245,9000,2328.38e-06
Alpha and A,Generated,2246,9000,105.10e-03
Alpha and A,Generated,2247,9000,1.81e-03
Alpha and A,Generated,2248,9000,3.59e-03
Alpha and A,Generated,2249,9000,4.92e-03
Alpha and A,Generated,2250,9000,16.09e-03
Alpha and A,Improved,2246,9000,1.12e-03
Alpha and A,Improved,2247,9000,1.36e-03
Alpha and A,Improved,2248,9000,2.26e-03
Alpha and A,Improved,2249,9000,3.64e-03
Alpha and A,Improved,2250,9000,1.08e-03
Alpha and A,Generated,2251,9100,1109.36e-06
Alpha and A,Generated,2252,9100,964.36e-06
Alpha and A,Generated,2253,9100,5611.70e-06
Alpha and A,Generated,2254,9100,1704.16e-06
Alpha and A,Generated,2255,9100,8509.26e-06
Alpha and A,Improved,2251,9100,792.76e-06
Alpha and A,Improved,2252,9100,639.82e-06
Alpha and A,Improved,2253,9100,5195.92e-06
Alpha and A,Improved,2254,9100,1308.49e-06
Alpha and A,Improved,2255,9100,3258.62e-06
Alpha and A,Generated,2256,9100,2849.18e-06
Alpha and A,Generated,2257,9100,3384.61e-06
Alpha and A,Generated,2258,9100,181.24e-06
Alpha and A,Generated,2259,9100,90382.06e-06
Alpha and A,Generated,2260,9100,42857.98e-06
Alpha and A,Improved,2256,9100,1762.17e-06
Alpha and A,Improved,2257,9100,1426.63e-06
Alpha and A,Improved,2258,9100,53.55e-06
Alpha and A,Improved,2259,9100,904.60e-06
Alpha and A,Improved,2260,9100,716.39e-06
Alpha and A,Generated,2261,9100,5.69e-03
Alpha and A,Generated,2262,9100,286.92e-03
Alpha and A,Generated,2263,9100,3.08e-03
Alpha and A,Generated,2264,9100,218.71e-03
Alpha and A,Generated,2265,9100,273.78e-03
Alpha and A,Improved,2261,9100,3927.59e-06
Alpha and A,Improved,2262,9100,208.48e-06
Alpha and A,Improved,2263,9100,2459.21e-06
Alpha and A,Improved,2264,9100,376.09e-06
Alpha and A,Improved,2265,9100,298.95e-06
Alpha and A,Generated,2266,9100,1.16e-03
Alpha and A,Generated,2267,9100,268.94e-03
Alpha and A,Generated,2268,9100,107.48e-03
Alpha and A,Generated,2269,9100,11.87e-03
Alpha and A,Generated,2270,9100,50.84e-03
Alpha and A,Improved,2266,9100,754.99e-06
Alpha and A,Improved,2267,9100,312.39e-06
Alpha and A,Improved,2268,9100,875.85e-06
Alpha and A,Improved,2269,9100,1908.75e-06
Alpha and A,Improved,2270,9100,2182.83e-06
Alpha and A,Generated,2271,9100,17360.87e-06
Alpha and A,Generated,2272,9100,2016.86e-06
Alpha and A,Generated,2273,9100,5593.07e-06
Alpha and A,Generated,2274,9100,597.13e-06
Alpha and A,Generated,2275,9100,2804.53e-06
Alpha and A,Improved,2271,9100,1667.05e-06
Alpha and A,Improved,2272,9100,882.74e-06
Alpha and A,Improved,2273,9100,2654.35e-06
Alpha and A,Improved,2274,9100,208.33e-06
Alpha and A,Improved,2275,9100,1764.12e-06
Alpha and A,Generated,2276,9200,25961.28e-06
Alpha and A,Generated,2277,9200,1498.26e-06
Alpha and A,Generated,2278,9200,105095.39e-06
Alpha and A,Generated,2279,9200,406.25e-06
Alpha and A,Generated,2280,9200,949.81e-06
Alpha and A,Improved,2276,9200,981.55e-06
Alpha and A,Improved,2277,9200,1628.81e-06
Alpha and A,Improved,2278,9200,654.93e-06
Alpha and A,Improved,2279,9200,296.84e-06
Alpha and A,Improved,2280,9200,971.20e-06
Alpha and A,Generated,2281,9200,2.77e-03
Alpha and A,Generated,2282,9200,5.64e-03
Alpha and A,Generated,2283,9200,123.64e-03
Alpha and A,Generated,2284,9200,147.70e-03
Alpha and A,Generated,2285,9200,102.36e-03
Alpha and A,Improved,2281,9200,2130.47e-06
Alpha and A,Improved,2282,9200,4895.66e-06
Alpha and A,Improved,2283,9200,501.71e-06
Alpha and A,Improved,2284,9200,963.92e-06
Alpha and A,Improved,2285,9200,1046.37e-06
Alpha and A,Generated,2286,9200,4.65e-03
Alpha and A,Generated,2287,9200,250.96e-03
Alpha and A,Generated,2288,9200,5.77e-03
Alpha and A,Generated,2289,9200,121.75e-03
Alpha and A,Generated,2290,9200,3.91e-03
Alpha and A,Improved,2286,9200,2303.92e-06
Alpha and A,Improved,2287,9200,535.25e-06
Alpha and A,Improved,2288,9200,5283.98e-06
Alpha and A,Improved,2289,9200,1633.76e-06
Alpha and A,Improved,2290,9200,3272.55e-06
Alpha and A,Generated,2291,9200,20652.96e-06
Alpha and A,Generated,2292,9200,2895.83e-06
Alpha and A,Generated,2293,9200,273819.05e-06
Alpha and A,Generated,2294,9200,521.01e-06
Alpha and A,Generated,2295,9200,279463.43e-06
Alpha and A,Improved,2291,9200,2027.17e-06
Alpha and A,Improved,2292,9200,2392.14e-06
Alpha and A,Improved,2293,9200,314.75e-06
Alpha and A,Improved,2294,9200,319.11e-06
Alpha and A,Improved,2295,9200,313.89e-06
Alpha and A,Generated,2296,9200,201302.32e-06
Alpha and A,Generated,2297,9200,208404.97e-06
Alpha and A,Generated,2298,9200,71274.73e-06
Alpha and A,Generated,2299,9200,102791.99e-06
Alpha and A,Generated,2300,9200,949.27e-06
Alpha and A,Improved,2296,9200,951.99e-06
Alpha and A,Improved,2297,9200,754.50e-06
Alpha and A,Improved,2298,9200,1042.26e-06
Alpha and A,Improved,2299,9200,1246.39e-06
Alpha and A,Improved,2300,9200,600.58e-06
Alpha and A,Generated,2301,9300,2016.20e-06
Alpha and A,Generated,2302,9300,238104.22e-06
Alpha and A,Generated,2303,9300,15396.10e-06
Alpha and A,Generated,2304,9300,709.82e-06
Alpha and A,Generated,2305,9300,4416.88e-06
Alpha and A,Improved,2301,9300,1572.61e-06
Alpha and A,Improved,2302,9300,341.67e-06
Alpha and A,Improved,2303,9300,3301.17e-06
Alpha and A,Improved,2304,9300,465.82e-06
Alpha and A,Improved,2305,9300,3461.79e-06
Alpha and A,Generated,2306,9300,26.63e-03
Alpha and A,Generated,2307,9300,35.31e-03
Alpha and A,Generated,2308,9300,1.50e-03
Alpha and A,Generated,2309,9300,4.69e-03
Alpha and A,Generated,2310,9300,38.07e-03
Alpha and A,Improved,2306,9300,1895.77e-06
Alpha and A,Improved,2307,9300,2075.58e-06
Alpha and A,Improved,2308,9300,2163.86e-06
Alpha and A,Improved,2309,9300,2655.09e-06
Alpha and A,Improved,2310,9300,704.94e-06
Alpha and A,Generated,2311,9300,1.30e-03
Alpha and A,Generated,2312,9300,6.29e-03
Alpha and A,Generated,2313,9300,273.92e-03
Alpha and A,Generated,2314,9300,28.88e-03
Alpha and A,Generated,2315,9300,84.90e-03
Alpha and A,Improved,2311,9300,917.80e-06
Alpha and A,Improved,2312,9300,2703.70e-06
Alpha and A,Improved,2313,9300,563.28e-06
Alpha and A,Improved,2314,9300,2363.76e-06
Alpha and A,Improved,2315,9300,973.80e-06
Alpha and A,Generated,2316,9300,68.87e-03
Alpha and A,Generated,2317,9300,1.03e-03
Alpha and A,Generated,2318,9300,188.09e-03
Alpha and A,Generated,2319,9300,241.72e-03
Alpha and A,Generated,2320,9300,5.48e-03
Alpha and A,Improved,2316,9300,2465.33e-06
Alpha and A,Improved,2317,9300,658.57e-06
Alpha and A,Improved,2318,9300,875.91e-06
Alpha and A,Improved,2319,9300,475.11e-06
Alpha and A,Improved,2320,9300,2715.09e-06
Alpha and A,Generated,2321,9300,4.02e-03
Alpha and A,Generated,2322,9300,3.80e-03
Alpha and A,Generated,2323,9300,4.06e-03
Alpha and A,Generated,2324,9300,19.64e-03
Alpha and A,Generated,2325,9300,167.70e-03
Alpha and A,Improved,2321,9300,1133.81e-06
Alpha and A,Improved,2322,9300,3155.44e-06
Alpha and A,Improved,2323,9300,1953.49e-06
Alpha and A,Improved,2324,9300,657.05e-06
Alpha and A,Improved,2325,9300,692.76e-06
Alpha and A,Generated,2326,9400,12.45e-03
Alpha and A,Generated,2327,9400,51.72e-03
Alpha and A,Generated,2328,9400,131.99e-03
Alpha and A,Generated,2329,9400,24.88e-03
Alpha and A,Generated,2330,9400,1.51e-03
Alpha and A,Improved,2326,9400,3281.88e-06
Alpha and A,Improved,2327,9400,1500.60e-06
Alpha and A,Improved,2328,9400,376.67e-06
Alpha and A,Improved,2329,9400,1714.90e-06
Alpha and A,Improved,2330,9400,628.12e-06
Alpha and A,Generated,2331,9400,3851.59e-06
Alpha and A,Generated,2332,9400,53042.01e-06
Alpha and A,Generated,2333,9400,4093.69e-06
Alpha and A,Generated,2334,9400,145806.10e-06
Alpha and A,Generated,2335,9400,359.82e-06
Alpha and A,Improved,2331,9400,1389.03e-06
Alpha and A,Improved,2332,9400,1841.47e-06
Alpha and A,Improved,2333,9400,3504.77e-06
Alpha and A,Improved,2334,9400,967.53e-06
Alpha and A,Improved,2335,9400,227.05e-06
Alpha and A,Generated,2336,9400,2.90e-03
Alpha and A,Generated,2337,9400,6.47e-03
Alpha and A,Generated,2338,9400,21.21e-03
Alpha and A,Generated,2339,9400,7.66e-03
Alpha and A,Generated,2340,9400,51.30e-03
Alpha and A,Improved,2336,9400,2180.54e-06
Alpha and A,Improved,2337,9400,689.47e-06
Alpha and A,Improved,2338,9400,2749.36e-06
Alpha and A,Improved,2339,9400,2147.69e-06
Alpha and A,Improved,2340,9400,1110.96e-06
Alpha and A,Generated,2341,9400,1.71e-03
Alpha and A,Generated,2342,9400,145.88e-03
Alpha and A,Generated,2343,9400,24.72e-03
Alpha and A,Generated,2344,9400,39.72e-03
Alpha and A,Generated,2345,9400,1.11e-03
Alpha and A,Improved,2341,9400,1281.85e-06
Alpha and A,Improved,2342,9400,1057.39e-06
Alpha and A,Improved,2343,9400,2675.50e-06
Alpha and A,Improved,2344,9400,1849.74e-06
Alpha and A,Improved,2345,9400,743.76e-06
Alpha and A,Generated,2346,9400,820.40e-06
Alpha and A,Generated,2347,9400,172982.52e-06
Alpha and A,Generated,2348,9400,1585.43e-06
Alpha and A,Generated,2349,9400,464.46e-06
Alpha and A,Generated,2350,9400,341219.69e-06
Alpha and A,Improved,2346,9400,586.97e-06
Alpha and A,Improved,2347,9400,707.95e-06
Alpha and A,Improved,2348,9400,943.70e-06
Alpha and A,Improved,2349,9400,277.15e-06
Alpha and A,Improved,2350,9400,164.41e-06
Alpha and A,Generated,2351,9500,4.95e-03
Alpha and A,Generated,2352,9500,95.04e-03
Alpha and A,Generated,2353,9500,84.18e-03
Alpha and A,Generated,2354,9500,1.19e-03
Alpha and A,Generated,2355,9500,5.66e-03
Alpha and A,Improved,2351,9500,2835.15e-06
Alpha and A,Improved,2352,9500,1930.38e-06
Alpha and A,Improved,2353,9500,1090.31e-06
Alpha and A,Improved,2354,9500,847.34e-06
Alpha and A,Improved,2355,9500,5162.34e-06
Alpha and A,Generated,2356,9500,6.97e-03
Alpha and A,Generated,2357,9500,42.58e-03
Alpha and A,Generated,2358,9500,2.47e-03
Alpha and A,Generated,2359,9500,24.60e-03
Alpha and A,Generated,2360,9500,2.67e-03
Alpha and A,Improved,2356,9500,2.89e-03
Alpha and A,Improved,2357,9500,3.51e-03
Alpha and A,Improved,2358,9500,1.91e-03
Alpha and A,Improved,2359,9500,2.16e-03
Alpha and A,Improved,2360,9500,2.00e-03
Alpha and A,Generated,2361,9500,2.34e-03
Alpha and A,Generated,2362,9500,310.76e-03
Alpha and A,Generated,2363,9500,3.51e-03
Alpha and A,Generated,2364,9500,1.94e-03
Alpha and A,Generated,2365,9500,18.81e-03
Alpha and A,Improved,2361,9500,1836.17e-06
Alpha and A,Improved,2362,9500,275.16e-06
Alpha and A,Improved,2363,9500,2985.67e-06
Alpha and A,Improved,2364,9500,1479.53e-06
Alpha and A,Improved,2365,9500,2715.35e-06
Alpha and A,Generated,2366,9500,5356.05e-06
Alpha and A,Generated,2367,9500,221330.51e-06
Alpha and A,Generated,2368,9500,361.26e-06
Alpha and A,Generated,2369,9500,164737.67e-06
Alpha and A,Generated,2370,9500,58191.37e-06
Alpha and A,Improved,2366,9500,4370.36e-06
Alpha and A,Improved,2367,9500,639.16e-06
Alpha and A,Improved,2368,9500,214.03e-06
Alpha and A,Improved,2369,9500,1158.10e-06
Alpha and A,Improved,2370,9500,2051.34e-06
Alpha and A,Generated,2371,9500,2.16e-03
Alpha and A,Generated,2372,9500,2.11e-03
Alpha and A,Generated,2373,9500,171.37e-03
Alpha and A,Generated,2374,9500,97.95e-03
Alpha and A,Generated,2375,9500,1.07e-03
Alpha and A,Improved,2371,9500,1494.08e-06
Alpha and A,Improved,2372,9500,1383.36e-06
Alpha and A,Improved,2373,9500,809.84e-06
Alpha and A,Improved,2374,9500,2923.49e-06
Alpha and A,Improved,2375,9500,574.21e-06
Alpha and A,Generated,2376,9600,1552.89e-06
Alpha and A,Generated,2377,9600,7934.16e-06
Alpha and A,Generated,2378,9600,1043.68e-06
Alpha and A,Generated,2379,9600,851.11e-06
Alpha and A,Generated,2380,9600,7936.86e-06
Alpha and A,Improved,2376,9600,1037.83e-06
Alpha and A,Improved,2377,9600,3362.97e-06
Alpha and A,Improved,2378,9600,639.75e-06
Alpha and A,Improved,2379,9600,623.26e-06
Alpha and A,Improved,2380,9600,603.66e-06
Alpha and A,Generated,2381,9600,16111.12e-06
Alpha and A,Generated,2382,9600,46265.69e-06
Alpha and A,Generated,2383,9600,2305.16e-06
Alpha and A,Generated,2384,9600,235.51e-06
Alpha and A,Generated,2385,9600,4959.93e-06
Alpha and A,Improved,2381,9600,1002.06e-06
Alpha and A,Improved,2382,9600,1864.34e-06
Alpha and A,Improved,2383,9600,2128.74e-06
Alpha and A,Improved,2384,9600,104.52e-06
Alpha and A,Improved,2385,9600,2645.10e-06
Alpha and A,Generated,2386,9600,36032.66e-06
Alpha and A,Generated,2387,9600,3527.68e-06
Alpha and A,Generated,2388,9600,569.12e-06
Alpha and A,Generated,2389,9600,356.87e-06
Alpha and A,Generated,2390,9600,289014.38e-06
Alpha and A,Improved,2386,9600,1558.11e-06
Alpha and A,Improved,2387,9600,2803.00e-06
Alpha and A,Improved,2388,9600,354.94e-06
Alpha and A,Improved,2389,9600,194.45e-06
Alpha and A,Improved,2390,9600,473.83e-06
Alpha and A,Generated,2391,9600,1119.64e-06
Alpha and A,Generated,2392,9600,125791.06e-06
Alpha and A,Generated,2393,9600,56592.07e-06
Alpha and A,Generated,2394,9600,223.58e-06
Alpha and A,Generated,2395,9600,166829.74e-06
Alpha and A,Improved,2391,9600,577.88e-06
Alpha and A,Improved,2392,9600,1058.57e-06
Alpha and A,Improved,2393,9600,2126.35e-06
Alpha and A,Improved,2394,9600,93.91e-06
Alpha and A,Improved,2395,9600,1255.92e-06
Alpha and A,Generated,2396,9600,1037.12e-06
Alpha and A,Generated,2397,9600,766.22e-06
Alpha and A,Generated,2398,9600,170383.51e-06
Alpha and A,Generated,2399,9600,2171.08e-06
Alpha and A,Generated,2400,9600,3460.24e-06
Alpha and A,Improved,2396,9600,708.72e-06
Alpha and A,Improved,2397,9600,372.12e-06
Alpha and A,Improved,2398,9600,1000.10e-06
Alpha and A,Improved,2399,9600,1669.85e-06
Alpha and A,Improved,2400,9600,2100.09e-06
Alpha and A,Generated,2401,9700,3.81e-03
Alpha and A,Generated,2402,9700,1.87e-03
Alpha and A,Generated,2403,9700,45.03e-03
Alpha and A,Generated,2404,9700,97.02e-03
Alpha and A,Generated,2405,9700,4.45e-03
Alpha and A,Improved,2401,9700,2.38e-03
Alpha and A,Improved,2402,9700,1.37e-03
Alpha and A,Improved,2403,9700,1.67e-03
Alpha and A,Improved,2404,9700,1.27e-03
Alpha and A,Improved,2405,9700,3.71e-03
Alpha and A,Generated,2406,9700,76870.56e-06
Alpha and A,Generated,2407,9700,2398.39e-06
Alpha and A,Generated,2408,9700,3282.37e-06
Alpha and A,Generated,2409,9700,768.66e-06
Alpha and A,Generated,2410,9700,167.81e-06
Alpha and A,Improved,2406,9700,1469.76e-06
Alpha and A,Improved,2407,9700,1701.73e-06
Alpha and A,Improved,2408,9700,2594.66e-06
Alpha and A,Improved,2409,9700,508.47e-06
Alpha and A,Improved,2410,9700,67.76e-06
Alpha and A,Generated,2411,9700,3273.54e-06
Alpha and A,Generated,2412,9700,259.69e-06
Alpha and A,Generated,2413,9700,533.82e-06
Alpha and A,Generated,2414,9700,826.98e-06
Alpha and A,Generated,2415,9700,140373.69e-06
Alpha and A,Improved,2411,9700,2641.69e-06
Alpha and A,Improved,2412,9700,135.56e-06
Alpha and A,Improved,2413,9700,316.99e-06
Alpha and A,Improved,2414,9700,452.46e-06
Alpha and A,Improved,2415,9700,1135.75e-06
Alpha and A,Generated,2416,9700,318.40e-06
Alpha and A,Generated,2417,9700,2678.56e-06
Alpha and A,Generated,2418,9700,94135.37e-06
Alpha and A,Generated,2419,9700,63620.07e-06
Alpha and A,Generated,2420,9700,1393.76e-06
Alpha and A,Improved,2416,9700,165.70e-06
Alpha and A,Improved,2417,9700,2130.29e-06
Alpha and A,Improved,2418,9700,629.89e-06
Alpha and A,Improved,2419,9700,1790.63e-06
Alpha and A,Improved,2420,9700,963.12e-06
Alpha and A,Generated,2421,9700,2988.21e-06
